Occupation,Sex,Age,Residency_in_Dormitory,Number_of_Family_Members,Parent_Cohabitation_Status,Mother_Education,Father_Education,Mother_Job_Category,Father_Job_Category,Criminal_Records,Legal_Guardian,Average_Sport_Activity_Per_Week,Average_Studying_Per_Week,Average_Grades_Previous_Semester,Having_Scholarship,Financial_Support_Parents,Using_Extracurricular_Classes,Having_Extracurricular_Activities,History_Mental_Illness,Willingness_to_Studying,History_Physical_Illness,Marital_Status_Relationship,Relationship_Quality_Family,Free_Time_After_Classes,Communication_Quality_Classmates,Alcohol_Consumption_Week,Alcohol_Consumption_Weekend,Number_of_Absences,Average_Student_Final_Grades,Academic_Performance
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,148.24545286858222,20.89959905275621,16.624344645770467,Yes,Yes,No,Yes,No,High,No,Relationship,Extremely Poor,399.5675073048831,Good,Moderate,7,4,14.78,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,300.8358581944943,13.920848377074938,14.565335836859372,No,No,Yes,Yes,No,High,No,Relationship,Very Good,360.20792845941,Average,Moderate,4,7,13.21,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,117.886937880096,19.457365021696813,13.361373956376536,No,Yes,Yes,Yes,No,High,No,Single,Poor,352.5798770779994,Average,Moderate,0,5,12.9,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,234.02573240649627,25.1350210765622,17.717408320859768,Yes,Yes,No,Yes,No,High,No,Relationship,Poor,405.8551849255739,Good,Moderate,7,9,15.03,Good
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,204.93769520942584,8.183887381691713,10.921943110222184,No,Yes,Yes,No,No,Moderate,No,Single,Fair,243.78822709942952,Poor,High,9,8,8.55,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,268.3063476774861,12.560752826025348,18.59811164737188,No,Yes,Yes,Yes,No,Very High,No,Relationship,Very Good,467.22965890422216,Good,Low,2,3,17.49,Very Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,133.29676406557462,19.479700698736693,14.732584824400444,No,Yes,No,Yes,No,High,No,Relationship,Very Good,380.67499156552446,Good,Moderate,4,5,14.03,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,128.69217706133688,37.21266928824282,15.310098552555898,No,Yes,No,Yes,No,High,No,Relationship,Fair,403.4640705447473,Good,Moderate,6,6,14.94,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,256.7248935234179,11.094482302665376,18.500707570027316,Yes,Yes,Yes,Yes,Yes,High,No,Relationship,Extremely Poor,407.2023328508064,Good,Moderate,6,6,15.09,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,209.7724915831077,34.321071087975355,17.81099225419203,Yes,Yes,No,Yes,No,Very High,No,Relationship,Average,450.4859537232074,Good,Low,6,7,16.82,Good
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,71.8543857326269,34.03538642940137,15.218744825862805,No,Yes,No,Yes,No,High,No,Relationship,Extremely Poor,373.7845706195653,Average,Moderate,1,10,13.75,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,142.24864898757107,17.22151079438727,17.03825244617809,Yes,No,No,Yes,No,High,No,Relationship,Poor,418.3472017853938,Good,Moderate,1,4,15.53,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,207.04678576936428,15.614779790400798,13.199833882794762,No,No,No,Yes,No,High,No,Single,Extremely Poor,341.31023715429205,Average,Moderate,2,3,12.45,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,238.64349550826125,12.463478410682466,14.568533041996956,Yes,Yes,No,Yes,No,High,No,Relationship,Good,365.0467379837365,Average,Moderate,5,5,13.4,Average
Student,Male,20,No,4,Separated,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,132.45385427649313,17.454379757338646,8.744841640502134,No,Yes,Yes,No,Yes,Low,Yes,Single,Extremely Poor,224.37307407306528,Poor,Very High,9,5,7.77,Bad
Student,Male,20,No,4,Separated,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,0.0,6.746244539523536,9.078295016000562,Yes,Yes,Yes,No,No,Low,Yes,Single,Extremely Poor,216.68118626737456,Poor,Very High,1,8,7.47,Very Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,216.62562300159232,17.39008786143522,17.953104850235984,No,Yes,Yes,Yes,No,Very High,No,Relationship,Very Good,462.7310571129091,Good,Low,6,1,17.31,Very Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,94.5775517039217,29.97504219080685,8.71605986818996,No,Yes,Yes,No,No,Moderate,No,Single,Good,293.39939054466055,Average,High,8,2,10.54,Bad
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,38.786284131431216,13.11131950018626,10.032789507591287,Yes,Yes,Yes,No,No,Moderate,No,Single,Poor,251.24901917273297,Poor,High,8,5,8.85,Bad
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,0.0,16.074205568087592,17.5499919074053,No,Yes,Yes,Yes,No,High,No,Relationship,Fair,405.5853480847895,Good,Moderate,1,7,15.02,Good
Student,Male,20,No,4,Separated,Diploma or Below,Diploma or Below,Homemaker,Homemaker,Yes,Student,236.9786602138419,4.390876205862066,8.013751407539075,Yes,Yes,No,No,No,Low,Yes,Single,Extremely Poor,201.74133693145885,Very Poor,Very High,7,5,6.87,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,189.00322152834767,20.99249670504835,11.388851946150371,No,Yes,Yes,Yes,No,Moderate,No,Single,Average,321.7280327613473,Average,High,7,3,11.67,Average
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,164.20405335014237,20.11585347961099,15.008463893919462,No,Yes,No,Yes,No,High,No,Relationship,Very Good,379.2287214751393,Average,Moderate,7,5,13.97,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,277.2317054073933,18.50961887812617,15.14539917763156,No,No,Yes,Yes,No,High,No,Relationship,Very Good,408.417180529864,Good,Moderate,1,4,15.14,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,224.6127278116151,16.265383598222854,17.325834898753683,No,No,Yes,Yes,No,Very High,No,Relationship,Fair,438.3562187459323,Good,Low,2,2,16.33,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,293.14100299053416,15.657936649820362,14.071115053906045,No,No,Yes,Yes,No,High,No,Relationship,Average,380.9664597761858,Good,Moderate,3,2,14.04,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,82.50851694831024,22.015201869605377,14.112822434371644,Yes,No,No,Yes,No,High,No,Single,Extremely Poor,340.83104346916315,Average,Moderate,5,6,12.43,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,177.58145632322254,17.769467187291013,16.703726906488406,No,No,No,Yes,No,High,No,Relationship,Average,413.0171526390801,Good,Moderate,1,5,15.32,Good
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,66.830063753639,20.519774972442654,13.983493559195402,Yes,Yes,No,Yes,No,High,No,Relationship,Very Good,369.6208813939086,Average,Moderate,4,5,13.58,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,163.9432367701173,19.719862539636384,15.301893038763405,No,Yes,No,Yes,No,High,No,Single,Fair,348.6150433067646,Average,Moderate,8,8,12.74,Average
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,162.59689023633257,26.98741829676609,18.77328881906061,No,Yes,No,Yes,No,Very High,No,Relationship,Average,455.6264271303078,Good,Low,5,6,17.03,Very Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,223.86295460841492,23.415952779000435,12.817412091348464,No,Yes,No,Yes,No,High,No,Single,Average,352.7898521279935,Average,Moderate,7,3,12.91,Average
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,183.1894716799329,19.54289474520153,12.621500851030667,No,Yes,Yes,Yes,Yes,High,No,Single,Fair,331.74550767029,Average,Moderate,1,6,12.07,Average
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,223.63849967959408,30.14737624521744,8.042587902377257,Yes,No,No,No,No,Moderate,No,Single,Fair,260.84442887217017,Poor,High,3,7,9.23,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,229.2408093197226,21.36214823245249,15.361115138254783,No,Yes,Yes,Yes,Yes,High,No,Relationship,Fair,395.6896516620072,Good,Moderate,5,3,14.63,Good
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,330.84500741681995,28.439701510323356,8.357262888885584,No,Yes,No,No,No,Moderate,No,Single,Very Good,275.2081725803191,Poor,High,3,8,9.81,Bad
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,157.9292341299713,22.855540867093104,14.049781876739797,No,Yes,No,Yes,No,High,No,Single,Fair,337.9997910659094,Average,Moderate,8,7,12.32,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,114.12841095335348,3.2646473685476565,17.65080546838672,No,Yes,Yes,Yes,No,High,No,Relationship,Good,413.9691798706388,Good,Moderate,1,4,15.36,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,197.22585307214865,28.43867810655464,14.599052846235956,No,Yes,Yes,Yes,No,High,No,Single,Extremely Poor,350.00537412972375,Average,Moderate,6,9,12.8,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,123.84039810023197,19.08140993074135,11.235633982600111,No,Yes,No,No,No,Moderate,No,Single,Very Good,288.3470411790916,Poor,High,8,7,10.33,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,283.7372537905576,17.584361832793775,17.434021057392457,No,No,Yes,Yes,No,Very High,No,Relationship,Fair,436.74111627232855,Good,Low,1,4,16.27,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,160.17473727383373,20.250786779916616,11.236604048990468,Yes,Yes,Yes,Yes,No,Moderate,No,Single,Poor,305.0819916821192,Average,High,5,5,11.0,Average
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,140.4096542488207,15.24013470434346,16.796381371350783,Yes,No,Yes,Yes,Yes,Very High,No,Relationship,Average,434.591081616921,Good,Low,1,1,16.18,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,147.00789951942176,19.81623088311156,15.323101462282777,No,Yes,Yes,Yes,Yes,High,No,Relationship,Fair,384.0840941335183,Good,Moderate,4,4,14.16,Good
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,230.2892196430149,13.26499146925526,10.039955560976017,No,Yes,No,No,No,Moderate,No,Single,Fair,236.8422271518117,Poor,High,7,9,8.27,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Services,Services,No,Father,168.95771117379604,28.19417806987496,18.86160649813023,Yes,Yes,Yes,Yes,No,Very High,No,Relationship,Extremely Poor,470.33755829897103,Very Good,Low,2,5,17.61,Very Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,135.08332259087325,17.091295091031597,10.407724195486349,Yes,Yes,Yes,No,Yes,Moderate,No,Single,Fair,283.6418002304509,Poor,High,4,5,10.15,Bad
Teacher,Female,26,Yes,8,Living Together,PhD+,PhD+,Services,Services,No,Father,296.5746342336472,14.939329258220532,19.87504488968804,Yes,No,Yes,Yes,Yes,Very High,No,Relationship,Very Good,485.9341049932012,Very Good,Low,2,4,18.24,Very Good
Student,Male,20,No,4,Separated,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,120.0681111536775,10.600593474245809,8.087725863859289,Yes,Yes,Yes,No,No,Low,Yes,Single,Good,226.6940470674481,Poor,Very High,2,8,7.87,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,182.48962518230957,20.15020631318913,11.161800525714836,No,No,Yes,Yes,No,Moderate,No,Single,Poor,312.1353306868731,Average,High,0,5,11.29,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,225.6614306127161,19.49685680100073,10.398323567290388,Yes,Yes,No,Yes,No,Moderate,No,Single,Poor,314.26135677066185,Average,High,1,3,11.37,Average
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,65.80654227080487,21.10739690942005,8.167920922045552,Yes,Yes,No,No,Yes,Moderate,No,Single,Fair,237.58975884430143,Poor,High,6,5,8.3,Bad
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,213.61823509841477,9.78198489995897,16.788414801767786,No,Yes,Yes,Yes,No,High,No,Relationship,Extremely Poor,399.9995780560131,Good,Moderate,3,3,14.8,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,106.14246271636854,5.190550409507416,16.321109625195156,No,No,Yes,Yes,No,High,No,Relationship,Very Good,408.8254343674936,Good,Moderate,0,2,15.15,Good
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,237.59479465838015,23.00473042005248,17.508211572259164,No,Yes,No,Yes,No,High,No,Relationship,Very Good,423.2142418906079,Good,Moderate,3,9,15.73,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,112.61442916567168,29.877134895012063,11.080382557574785,No,Yes,No,Yes,No,High,No,Single,Fair,333.528893023477,Average,Moderate,8,1,12.14,Average
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,228.49383222942024,9.789171020880833,13.33202200499564,No,Yes,Yes,No,No,Moderate,No,Single,Average,304.1877538952314,Average,High,7,8,10.97,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,257.4083146406299,30.715530268493588,15.90936225945857,No,Yes,No,Yes,No,Very High,No,Relationship,Very Good,449.303034680759,Good,Low,5,2,16.77,Good
Engineer,Female,23,Yes,6,Living Together,Postgraduate,Postgraduate,Education,Education,No,Mother,240.30055679429637,20.271288469891047,13.277222046657725,No,Yes,No,Yes,No,High,No,Relationship,Very Good,370.4930560262203,Average,Moderate,5,3,13.62,Average
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,197.5921653766672,17.943496763593362,16.36790924381499,No,No,No,Yes,No,High,No,Relationship,Very Good,416.72430566459377,Good,Moderate,1,5,15.47,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,163.80893399492103,14.819610427633776,15.607680901285306,No,Yes,Yes,Yes,No,High,No,Relationship,Poor,355.0688653460353,Average,Moderate,4,8,13.0,Average
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,139.65062965656094,6.923855844600027,9.375773636266118,Yes,Yes,No,No,No,Moderate,No,Single,Very Good,245.55822211420104,Poor,High,8,5,8.62,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,282.97242835719726,25.9018281273968,17.372517452923617,No,Yes,No,Yes,No,Very High,No,Relationship,Average,452.7797916162114,Good,Low,7,2,16.91,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,131.03533458826496,11.795149108499174,16.64811630911022,Yes,Yes,Yes,Yes,No,High,No,Relationship,Good,386.5901733796446,Good,Moderate,3,8,14.26,Good
Engineer,Female,23,Yes,6,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,107.40537485010027,11.761546594099196,15.870012651408864,Yes,Yes,Yes,Yes,No,High,No,Single,Poor,341.88640993398366,Average,Moderate,6,9,12.48,Bad
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,226.5758254522981,25.93541047909564,9.861123275252028,Yes,Yes,No,No,No,Moderate,No,Single,Poor,276.3779579728252,Poor,High,8,6,9.86,Bad
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,124.27042377694532,2.9361324266261875,11.215957385544364,Yes,No,No,No,No,Moderate,No,Single,Good,242.84469872477024,Poor,High,4,10,8.51,Bad
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,113.4955551773711,5.8112175146546665,12.718124379051204,No,Yes,Yes,No,No,Moderate,No,Single,Average,297.30151668576576,Average,High,1,8,10.69,Bad
Part-time Worker,Male,21,No,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Student,78.94770164811646,17.854926051935347,11.35915545987732,No,Yes,Yes,No,Yes,Moderate,No,Single,Fair,273.3595042285879,Poor,High,1,10,9.73,Bad
Part-time Worker,Male,21,No,4,Living Together,Diploma or Below,Diploma or Below,Engineering,Engineering,No,Student,146.19631123776375,20.346275432038816,10.733723488113576,No,No,No,No,No,Moderate,No,Single,Extremely Poor,254.03250056326564,Poor,High,7,8,8.96,Bad
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,174.20994832724548,21.87787718375139,17.66429204194131,Yes,No,No,Yes,No,High,No,Relationship,Average,424.61140750578033,Good,Moderate,7,5,15.78,Good
Engineer,Female,24,Yes,6,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Mother,197.0164209362489,15.585612052829978,15.658786956322428,No,Yes,Yes,Yes,No,High,No,Relationship,Good,394.6698707046121,Good,Moderate,7,3,14.59,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,246.59143710096384,38.24295734913352,14.785665578603004,No,Yes,Yes,Yes,No,Very High,No,Relationship,Very Good,430.4557361798916,Good,Low,4,5,16.02,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Education,Education,No,Mother,216.8828546566056,16.176859529873326,10.711432530239046,Yes,No,No,No,Yes,Moderate,No,Single,Very Good,294.4008977490368,Average,High,1,7,10.58,Bad
Engineer,Female,24,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,166.6389446312774,16.153710783178223,19.01691874722369,Yes,No,No,Yes,Yes,High,No,Relationship,Good,410.56359482786064,Good,Moderate,9,8,15.22,Good
Part-time Worker,Male,22,Yes,5,Living Together,Bachelor,Bachelor,Engineering,Engineering,No,Mother,166.1263026534196,11.62410664948898,10.294196469167796,Yes,No,No,No,No,Moderate,No,Single,Very Good,285.9173094481399,Poor,High,7,3,10.24,Bad
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,215.71102282406284,18.99125453216857,17.539411193896125,No,Yes,No,Yes,No,Very High,No,Relationship,Good,441.82040186260406,Good,Low,3,4,16.47,Good
Teacher,Female,25,Yes,7,Living Together,Postgraduate,Postgraduate,Medical,Medical,No,Father,269.07991140499985,22.9196898563742,19.60007200046352,No,Yes,No,Yes,No,Very High,No,Relationship,Poor,462.7351612222526,Good,Low,8,4,17.31,Very Good
